mapping_source_table,table_name,etl_prefix,source_code,vocabulary_id,target_concept_id,ontology_concept_name
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51085,LOINC/2106-3,3018954,Choriogonadotropin (pregnancy test) [Presence] in Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51086,LOINC/13440-3,3017704,Immunofixation for Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51087,LOINC/13362-9,3016750,Collection duration of Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51088,LOINC/19124-7,3019738,Magnesium [Mass/volume] in Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51089,LOINC/3426-4,3028064,Tetrahydrocannabinol [Presence] in Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51090,LOINC/3773-9,3036180,Methadone [Presence] in Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51091,LOINC/2640-1,3011470,Myoglobin [Presence] in Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51092,LOINC/19295-5,3015208,Opiates [Presence] in Urine by Screen method
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51093,LOINC/2695-5,3026782,Osmolality of Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51094,LOINC/2756-5,3015736,pH of Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51095,LOINC/2778-9,3026729,Phosphate [Mass/volume] in Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51096,LOINC/2809-2,3034719,Porphobilinogen [Presence] in Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51097,LOINC/2828-2,3016038,Potassium [Moles/volume] in Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51098,LOINC/13438-7,3007822,Protein Fractions [Interpretation] in Urine by Electrophoresis
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51099,LOINC/2890-2,3001582,Protein/Creatinine [Mass Ratio] in Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51100,LOINC/2955-3,3003181,Sodium [Moles/volume] in Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51101,LOINC/13362-9,3016750,Collection duration of Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51102,LOINC/2888-6,3037121,Protein [Mass/volume] in Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51104,LOINC/3095-7,3011965,Urea nitrogen [Mass/volume] in Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51105,LOINC/3086-6,3033526,Urate [Mass/volume] in Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51106,LOINC/2161-8,3017250,Creatinine [Mass/volume] in Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51108,LOINC/28009-9,3036603,Volume of Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51109,LOINC/28009-9,3036603,Volume of Urine
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51110,LOINC/33369-0,3043989,Variant lymphocytes/100 leukocytes in Peritoneal fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51111,LOINC/99603-3,1988747,Band form neutrophils/100 leukocytes in Peritoneal fluid by Manual count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51112,LOINC/35069-4,3032363,Basophils/100 leukocytes in Peritoneal fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51113,LOINC/33372-4,3046003,Blasts/100 leukocytes in Peritoneal fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51114,LOINC/30380-0,3019298,Eosinophils/100 leukocytes in Peritoneal fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51115,LOINC/11153-4,3008108,Hematocrit [Volume Fraction] of Body fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51116,LOINC/26482-0,3004437,Lymphocytes/100 leukocytes in Peritoneal fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51117,LOINC/40517-5,3041635,Macrophages/100 leukocytes in Peritoneal fluid by Manual count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51118,LOINC/30432-9,3024271,Mesothelial cells/100 leukocytes in Peritoneal fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51119,LOINC/17801-2,3024936,Metamyelocytes/100 leukocytes in Body fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51120,LOINC/26488-7,3033483,Monocytes/100 leukocytes in Peritoneal fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51121,LOINC/17800-4,3024394,Myelocytes/100 leukocytes in Body fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51122,LOINC/70171-4,42868645,Nucleated erythrocytes/100 cells in Peritoneal fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51123,LOINC/30409-7,3008855,Leukocytes other/100 leukocytes in Peritoneal fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51124,LOINC/40518-3,3041137,Plasma cells/100 leukocytes in Peritoneal fluid by Manual count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51125,LOINC/26520-7,3008838,Polymorphonuclear cells/100 leukocytes in Peritoneal fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51126,LOINC/17799-8,3023316,Promyelocytes/100 leukocytes in Body fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51127,LOINC/26457-2,3009613,Erythrocytes [#/volume] in Peritoneal fluid
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51130,LOINC/8122-4,3011412,CD3 cells [#/volume] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51131,LOINC/24467-3,3028167,CD3+CD4+ (T4 helper) cells [#/volume] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51132,LOINC/14135-8,3001405,CD3+CD8+ (T8 suppressor) cells [#/volume] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51133,LOINC/731-0,3004327,Lymphocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51134,LOINC/7789-1,3019416,Acanthocytes [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51135,LOINC/1724-4,3018442,Adenosine diphosphate [Mass/volume] in Serum
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51136,LOINC/27810-1,3023479,Plasmin inhibitor actual/normal in Platelet poor plasma by Chromogenic method
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51137,LOINC/38892-6,3038691,Anisocytosis [Presence] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51138,LOINC/3181-5,3009041,Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51139,LOINC/3182-3,3015813,Cardiolipin IgM Ab [Units/volume] in Serum by Immunoassay
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51140,LOINC/27811-9,3000515,Antithrombin actual/normal in Platelet poor plasma by Chromogenic method
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51141,LOINC/4632-6,3000873,Hemoglobin F [Presence] in Blood by Alkali denaturation
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51142,LOINC/35168-4,3031450,Arachidonate (C20:4w6) [Moles/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51143,LOINC/13046-8,3013498,Variant lymphocytes/100 leukocytes in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51144,LOINC/26508-2,3004809,Band form neutrophils/100 leukocytes in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51145,LOINC/703-9,3026904,Basophilic stippling [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51146,LOINC/706-2,3013869,Basophils/100 leukocytes in Blood by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51147,LOINC/10371-3,3005686,Bite cells [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51148,LOINC/26446-5,3025159,Blasts/100 leukocytes in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51149,LOINC/11067-6,3011625,Bleeding time
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51150,LOINC/91900-1,37019529,Parasite [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51152,LOINC/8107-5,3010287,CD10 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51153,LOINC/17100-9,3018791,CD103 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51154,LOINC/17107-4,3026595,CD117 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51155,LOINC/8109-1,3009295,CD11c cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51156,LOINC/8110-9,3025842,CD13 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51157,LOINC/42869-8,3031831,CD138 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51158,LOINC/8111-7,3026992,CD14 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51159,LOINC/17117-3,3010143,CD15 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51161,LOINC/8115-8,3010201,CD16 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51162,LOINC/20402-4,3020358,CD16+CD56+ cells [#/volume] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51163,LOINC/18267-5,3015455,CD16+CD56+ cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51164,LOINC/8117-4,3016228,CD19 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51165,LOINC/8117-4,3016228,CD19 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51166,LOINC/8116-6,3010503,CD19 cells [#/volume] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51167,LOINC/8118-2,3021562,CD2 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51168,LOINC/8119-0,3022878,CD20 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51169,LOINC/8119-0,3022878,CD20 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51170,LOINC/9558-8,3018071,CD20 cells [#/volume] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51171,LOINC/14017-8,3022703,CD22 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51172,LOINC/14018-6,3025559,CD23 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51173,LOINC/8121-6,3011497,CD25 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51174,LOINC/8124-0,3022533,CD3 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51175,LOINC/8122-4,3011412,CD3 cells [#/volume] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51176,LOINC/8124-0,3022533,CD3 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51177,LOINC/8102-6,3006501,CD33 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51178,LOINC/8125-7,3023256,CD34 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51179,LOINC/8126-5,3019183,CD38 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51180,LOINC/8123-2,3014037,CD3+CD4+ (T4 helper) cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51181,LOINC/54218-3,40757349,CD3+CD4+ (T4 helper) cells/CD3+CD8+ (T8 suppressor cells) cells [# Ratio] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51182,LOINC/17148-8,3021854,CD41 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51183,LOINC/8130-7,3023116,CD45 (Lymphs) cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51184,LOINC/8132-3,3020383,CD5 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51185,LOINC/8132-3,3020383,CD5 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51186,LOINC/9559-6,3018627,CD5 cells [#/volume] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51187,LOINC/17175-1,3007166,CD55 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51188,LOINC/8133-1,3005460,CD56 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51189,LOINC/8134-9,3004291,CD57 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51190,LOINC/17177-7,3026461,CD59 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51191,LOINC/17183-5,3027120,CD64 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51192,LOINC/8135-6,3003255,CD7 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51193,LOINC/8136-4,3002153,CD71 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51194,LOINC/8101-8,3007449,CD3+CD8+ (T8 suppressor) cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51195,LOINC/78685-5,21491241,Platelet aggregation collagen induced [Units/volume] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51196,LOINC/48065-7,3051714,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51197,LOINC/11274-8,3000493,Elliptocytes [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51198,LOINC/681-7,3017196,Microscopic observation [Identifier] in Specimen by Wright stain
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51199,LOINC/711-2,3028615,Eosinophils [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51200,LOINC/713-8,3010457,Eosinophils/100 leukocytes in Blood by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51201,LOINC/2230-1,3008625,EPINEPHrine [Mass/volume] in Plasma
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51202,LOINC/3289-6,3005353,Prothrombin activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51203,LOINC/3187-2,3006109,Coagulation factor IX activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51204,LOINC/3193-0,3005757,Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51205,LOINC/3198-9,3011547,Coagulation factor VII activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51206,LOINC/3209-4,3019250,Coagulation factor VIII activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51207,LOINC/3204-5,3024942,Coagulation factor VIII inhibitor [Units/volume] in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51208,LOINC/3218-5,3004409,Coagulation factor X activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51209,LOINC/3226-8,3001850,Coagulation factor XI activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51210,LOINC/3232-6,3002348,Coagulation factor XII activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51211,LOINC/27815-0,3020066,Coagulation factor XIII activity actual/normal in Platelet poor plasma by Chromogenic method
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51212,LOINC/4576-5,3018738,Hemoglobin F/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51213,LOINC/30226-5,3000401,Fibrin+Fibrinogen fragments [Mass/volume] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51214,LOINC/3255-7,3016407,Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51215,LOINC/17220-5,3003047,FMC7 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51216,LOINC/10373-9,3028468,Fragments [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51217,LOINC/42502-5,3037918,Glycolate [Moles/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51218,LOINC/30394-1,3035715,Granulocytes [#/volume] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51219,LOINC/5909-7,3018760,Blood smear finding [Identifier] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51220,LOINC/716-1,3022613,Heinz bodies [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51221,LOINC/4544-3,3023314,Hematocrit [Volume Fraction] of Blood by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51222,LOINC/718-7,3000963,Hemoglobin [Mass/volume] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51223,LOINC/4551-8,3020784,Hemoglobin A2/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51224,LOINC/4563-3,3001258,Hemoglobin C/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51225,LOINC/4576-5,3018738,Hemoglobin F/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51226,LOINC/4546-8,3020428,Hemoglobin A/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51227,LOINC/4625-0,3005081,Hemoglobin S/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51228,LOINC/66483-9,40769146,Heparin unfractionated [Units/volume] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51229,LOINC/32684-3,3045452,LMW Heparin [Units/volume] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51230,LOINC/32621-5,3047187,HLA-DR [Presence]
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51231,LOINC/7793-3,3002620,Howell-Jolly bodies [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51232,LOINC/30450-1,3009864,Neutrophils.hypersegmented/100 leukocytes in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51233,LOINC/728-6,3021303,Hypochromia [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51234,LOINC/55230-7,40758359,Immunophenotyping study
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51235,LOINC/40744-5,3041789,Factor inhibitor XXX [Presence] in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51236,LOINC/5909-7,3018760,Blood smear finding [Identifier] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51237,LOINC/6301-6,3022217,INR in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51238,LOINC/17096-9,3007672,Kappa lymphocytes/100 lymphocytes in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51239,LOINC/17224-7,3034226,Lambda lymphocytes/100 lymphocytes in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51240,LOINC/32146-3,3034118,Platelets Large [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51241,LOINC/4659-9,3004218,Leukocyte phosphatase [Enzymatic activity/volume] in Leukocytes
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51242,LOINC/26463-0,3010224,Large unstained cells/100 leukocytes in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51243,LOINC/3281-3,3027184,Lupus anticoagulant [Interpretation] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51244,LOINC/736-9,3037511,Lymphocytes/100 leukocytes in Blood by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51245,LOINC/736-9,3037511,Lymphocytes/100 leukocytes in Blood by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51246,LOINC/30424-6,3005707,Macrocytes [Presence] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51247,LOINC/10376-2,3010950,Oval macrocytes [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51248,LOINC/785-6,3012030,MCH [Entitic mass] by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51249,LOINC/786-4,3009744,MCHC [Mass/volume] by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51250,LOINC/787-2,3023599,MCV [Entitic volume] by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51251,LOINC/28541-1,3002179,Metamyelocytes/100 leukocytes in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51252,LOINC/30434-5,3025639,Microcytes [Presence] in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51253,LOINC/742-7,3033575,Monocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51254,LOINC/5905-5,3011948,Monocytes/100 leukocytes in Blood by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51255,LOINC/26498-6,3017181,Myelocytes/100 leukocytes in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51256,LOINC/770-8,3008342,Neutrophils/100 leukocytes in Blood by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51257,LOINC/58413-6,40761514,Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51258,LOINC/34964-7,3032605,Osmotic fragility [Interpretation] of Red Blood Cells
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51259,LOINC/26471-3,3013727,Leukocytes other/100 leukocytes in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51260,LOINC/774-0,3027920,Ovalocytes [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51261,LOINC/7795-8,3019761,Pappenheimer bodies [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51262,LOINC/10377-0,3011151,Pencil cells [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51263,LOINC/13047-6,3018718,Plasma cells/100 leukocytes in Blood
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51264,LOINC/7796-6,3035460,Platelet clump [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51265,LOINC/777-3,3024929,Platelets [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,d_labitems,MIMIC_IV_LABITEM/,51266,LOINC/9317-9,3033641,Platelet adequacy [Presence] in Blood by Light microscopy
