mapping_source_table,source_code,vocabulary_id,target_concept_id,ontology_concept_name
gcpt_meas_lab_loinc_mod,51145,LOINC/703-9,3026904,Basophilic stippling [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,51146,LOINC/706-2,3013869,Basophils/100 leukocytes in Blood by Automated count
gcpt_meas_lab_loinc_mod,51149,LOINC/11067-6,3011625,Bleeding time
gcpt_meas_lab_loinc_mod,51159,LOINC/17117-3,3010143,CD15 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,51164,LOINC/8117-4,3016228,CD19 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,51165,LOINC/8117-4,3016228,CD19 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,51166,LOINC/8116-6,3010503,CD19 cells [#/volume] in Blood
gcpt_meas_lab_loinc_mod,51174,LOINC/8124-0,3022533,CD3 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,51175,LOINC/8122-4,3011412,CD3 cells [#/volume] in Blood
gcpt_meas_lab_loinc_mod,51176,LOINC/8124-0,3022533,CD3 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,51180,LOINC/8123-2,3014037,CD3+CD4+ (T4 helper) cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,51181,LOINC/54218-3,40757349,CD3+CD4+ (T4 helper) cells/CD3+CD8+ (T8 suppressor cells) cells [# Ratio] in Blood
gcpt_meas_lab_loinc_mod,51184,LOINC/8132-3,3020383,CD5 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,51185,LOINC/8132-3,3020383,CD5 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,51192,LOINC/8135-6,3003255,CD7 cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,51194,LOINC/8101-8,3007449,CD3+CD8+ (T8 suppressor) cells/100 cells in Blood
gcpt_meas_lab_loinc_mod,51196,LOINC/48065-7,3051714,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,51198,LOINC/681-7,3017196,Microscopic observation [Identifier] in Specimen by Wright stain
gcpt_meas_lab_loinc_mod,51199,LOINC/711-2,3028615,Eosinophils [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,51200,LOINC/713-8,3010457,Eosinophils/100 leukocytes in Blood by Automated count
gcpt_meas_lab_loinc_mod,51201,LOINC/2230-1,3008625,EPINEPHrine [Mass/volume] in Plasma
gcpt_meas_lab_loinc_mod,51202,LOINC/3289-6,3005353,Prothrombin activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51203,LOINC/3187-2,3006109,Coagulation factor IX activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51204,LOINC/3193-0,3005757,Coagulation factor V activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51205,LOINC/3198-9,3011547,Coagulation factor VII activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51206,LOINC/3209-4,3019250,Coagulation factor VIII activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51207,LOINC/3204-5,3024942,Coagulation factor VIII inhibitor [Units/volume] in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51208,LOINC/3218-5,3004409,Coagulation factor X activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51209,LOINC/3226-8,3001850,Coagulation factor XI activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51210,LOINC/3232-6,3002348,Coagulation factor XII activity actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51211,LOINC/27815-0,3020066,Coagulation factor XIII activity actual/normal in Platelet poor plasma by Chromogenic method
gcpt_meas_lab_loinc_mod,51212,LOINC/4576-5,3018738,Hemoglobin F/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,51213,LOINC/30226-5,3000401,Fibrin+Fibrinogen fragments [Mass/volume] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,51214,LOINC/3255-7,3016407,Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51219,LOINC/5909-7,3018760,Blood smear finding [Identifier] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,51221,LOINC/4544-3,3023314,Hematocrit [Volume Fraction] of Blood by Automated count
gcpt_meas_lab_loinc_mod,51222,LOINC/718-7,3000963,Hemoglobin [Mass/volume] in Blood
gcpt_meas_lab_loinc_mod,51223,LOINC/4551-8,3020784,Hemoglobin A2/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,51224,LOINC/4563-3,3001258,Hemoglobin C/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,51225,LOINC/4576-5,3018738,Hemoglobin F/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,51226,LOINC/4546-8,3020428,Hemoglobin A/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,51227,LOINC/4625-0,3005081,Hemoglobin S/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,51228,LOINC/66483-9,40769146,Heparin unfractionated [Units/volume] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,51229,LOINC/32684-3,3045452,LMW Heparin [Units/volume] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,51231,LOINC/7793-3,3002620,Howell-Jolly bodies [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,51234,LOINC/55230-7,40758359,Immunophenotyping study
gcpt_meas_lab_loinc_mod,51236,LOINC/5909-7,3018760,Blood smear finding [Identifier] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,51237,LOINC/6301-6,3022217,INR in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51243,LOINC/3281-3,3027184,Lupus anticoagulant [Interpretation] in Platelet poor plasma
gcpt_meas_lab_loinc_mod,51244,LOINC/736-9,3037511,Lymphocytes/100 leukocytes in Blood by Automated count
gcpt_meas_lab_loinc_mod,51245,LOINC/736-9,3037511,Lymphocytes/100 leukocytes in Blood by Automated count
gcpt_meas_lab_loinc_mod,51248,LOINC/785-6,3012030,MCH [Entitic mass] by Automated count
gcpt_meas_lab_loinc_mod,51249,LOINC/786-4,3009744,MCHC [Mass/volume] by Automated count
gcpt_meas_lab_loinc_mod,51250,LOINC/787-2,3023599,MCV [Entitic volume] by Automated count
gcpt_meas_lab_loinc_mod,51252,LOINC/30434-5,3025639,Microcytes [Presence] in Blood
gcpt_meas_lab_loinc_mod,51253,LOINC/742-7,3033575,Monocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,51254,LOINC/5905-5,3011948,Monocytes/100 leukocytes in Blood by Automated count
gcpt_meas_lab_loinc_mod,51256,LOINC/770-8,3008342,Neutrophils/100 leukocytes in Blood by Automated count
gcpt_meas_lab_loinc_mod,51257,LOINC/58413-6,40761514,Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Automated count
gcpt_meas_lab_loinc_mod,51260,LOINC/774-0,3027920,Ovalocytes [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,51261,LOINC/7795-8,3019761,Pappenheimer bodies [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,51265,LOINC/777-3,3024929,Platelets [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,51266,LOINC/9317-9,3033641,Platelet adequacy [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,51268,LOINC/10378-8,3011987,Polychromasia [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,51269,LOINC/783-1,3011587,Promyelocytes/100 leukocytes in Blood by Manual count
gcpt_meas_lab_loinc_mod,51270,LOINC/27820-0,3002022,Protein C Ag actual/normal in Platelet poor plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51271,LOINC/27819-2,3020287,Protein C actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51272,LOINC/27823-4,3037201,Protein S Ag actual/normal in Platelet poor plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51273,LOINC/27822-6,3036669,Protein S actual/normal in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51274,LOINC/5902-2,3034426,Prothrombin time (PT)
gcpt_meas_lab_loinc_mod,51275,LOINC/14979-9,3018677,aPTT in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51276,LOINC/32546-4,3003994,Glucose-6-Phosphate dehydrogenase [Enzymatic activity/mass] in Red Blood Cells
gcpt_meas_lab_loinc_mod,51277,LOINC/788-0,3019897,Erythrocyte distribution width [Ratio] by Automated count
gcpt_meas_lab_loinc_mod,51278,LOINC/800-3,3019880,Schistocytes [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,51279,LOINC/789-8,3020416,Erythrocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,51280,LOINC/6683-7,3005308,Reptilase time
gcpt_meas_lab_loinc_mod,51282,LOINC/14196-0,3023520,Reticulocytes [#/volume] in Blood
gcpt_meas_lab_loinc_mod,51283,LOINC/60474-4,40763528,Reticulocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,51284,LOINC/40665-2,3041154,Reticulocytes [#/volume] in Blood by Manual count
gcpt_meas_lab_loinc_mod,51287,LOINC/800-3,3019880,Schistocytes [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,51288,LOINC/4537-7,3013707,Erythrocyte sedimentation rate by Westergren method
gcpt_meas_lab_loinc_mod,51289,LOINC/3128-6,3010493,Viscosity of Serum
gcpt_meas_lab_loinc_mod,51290,LOINC/801-1,3020412,Sickle cells [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,51291,LOINC/801-1,3020412,Sickle cells [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,51294,LOINC/10381-2,3025616,Target cells [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,51296,LOINC/7791-7,3000456,Dacrocytes [Presence] in Blood by Light microscopy
gcpt_meas_lab_loinc_mod,51297,LOINC/3243-3,3036489,Thrombin time
gcpt_meas_lab_loinc_mod,51298,LOINC/6014-5,3037533,von Willebrand factor (vWf) ristocetin cofactor actual/normal in Platelet poor plasma by Platelet aggregation
gcpt_meas_lab_loinc_mod,51299,LOINC/27816-8,3036035,von Willebrand factor (vWf) Ag actual/normal in Platelet poor plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51300,LOINC/6690-2,3000905,Leukocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,51301,LOINC/6690-2,3000905,Leukocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,51338,LOINC/55230-7,40758359,Immunophenotyping study
gcpt_meas_lab_loinc_mod,51370,LOINC/5781-0,3022683,Crystals [type] in Synovial fluid by Light microscopy
gcpt_meas_lab_loinc_mod,51374,LOINC/5781-0,3022683,Crystals [type] in Synovial fluid by Light microscopy
gcpt_meas_lab_loinc_mod,51383,LOINC/26458-0,3010144,Erythrocytes [#/volume] in Synovial fluid
gcpt_meas_lab_loinc_mod,51386,LOINC/26510-8,3017161,Band form neutrophils/100 leukocytes in Body fluid
gcpt_meas_lab_loinc_mod,51398,LOINC/17829-3,3013368,CD19 cells/100 cells in Body fluid
gcpt_meas_lab_loinc_mod,51404,LOINC/17826-9,3033894,CD3 cells/100 cells in Body fluid
gcpt_meas_lab_loinc_mod,51406,LOINC/58939-0,40762032,CD34 cells [#/volume] in Body fluid
gcpt_meas_lab_loinc_mod,51419,LOINC/26452-3,3021453,Eosinophils/100 leukocytes in Body fluid
gcpt_meas_lab_loinc_mod,51424,LOINC/55230-7,40758359,Immunophenotyping study
gcpt_meas_lab_loinc_mod,51427,LOINC/11031-2,3028079,Lymphocytes/100 leukocytes in Body fluid
gcpt_meas_lab_loinc_mod,51431,LOINC/26487-9,3038104,Monocytes/100 leukocytes in Body fluid
gcpt_meas_lab_loinc_mod,51433,LOINC/49229-8,3053291,Nucleated erythrocytes/100 leukocytes [Ratio] in Body fluid
gcpt_meas_lab_loinc_mod,51438,LOINC/26455-6,3010910,Erythrocytes [#/volume] in Body fluid
gcpt_meas_lab_loinc_mod,51460,LOINC/2335-8,3016251,Hemoglobin.gastrointestinal [Presence] in Stool
gcpt_meas_lab_loinc_mod,51463,LOINC/5769-5,3025255,Bacteria [#/area] in Urine sediment by Microscopy high power field
gcpt_meas_lab_loinc_mod,51464,LOINC/5770-3,3018834,Bilirubin.total [Presence] in Urine by Test strip
gcpt_meas_lab_loinc_mod,51466,LOINC/53963-5,3051227,Blood [Presence] in Urine by Visual
gcpt_meas_lab_loinc_mod,51469,LOINC/5774-5,3006490,Calcium oxalate crystals [Presence] in Urine sediment by Light microscopy
gcpt_meas_lab_loinc_mod,51474,LOINC/25156-1,3037579,Eosinophils [Presence] in Urine sediment by Light microscopy
gcpt_meas_lab_loinc_mod,51476,LOINC/5787-7,3010189,Epithelial cells [#/area] in Urine sediment by Microscopy high power field
gcpt_meas_lab_loinc_mod,51479,LOINC/5793-5,3011483,Granular casts [#/area] in Urine sediment by Microscopy low power field
gcpt_meas_lab_loinc_mod,51482,LOINC/5796-8,3022509,Hyaline casts [#/area] in Urine sediment by Microscopy low power field
gcpt_meas_lab_loinc_mod,51487,LOINC/5802-4,3021601,Nitrite [Presence] in Urine by Test strip
gcpt_meas_lab_loinc_mod,51491,LOINC/5803-2,3022621,pH of Urine by Test strip
gcpt_meas_lab_loinc_mod,51493,LOINC/13945-1,3035124,Erythrocytes [#/area] in Urine sediment by Microscopy high power field
gcpt_meas_lab_loinc_mod,51496,LOINC/5809-9,3020029,Reducing substances [Presence] in Urine
gcpt_meas_lab_loinc_mod,51497,LOINC/26052-1,3015023,Epithelial cells.renal [#/area] in Urine sediment by Microscopy high power field
gcpt_meas_lab_loinc_mod,51498,LOINC/5811-5,3000330,Specific gravity of Urine by Test strip
gcpt_meas_lab_loinc_mod,51501,LOINC/30089-7,3035851,Transitional cells [#/area] in Urine sediment by Microscopy high power field
gcpt_meas_lab_loinc_mod,51502,LOINC/33905-1,3029154,Trichomonas sp [#/area] in Urine sediment by Microscopy high power field
gcpt_meas_lab_loinc_mod,51506,LOINC/5767-9,3007876,Appearance of Urine
gcpt_meas_lab_loinc_mod,51507,LOINC/9842-6,3005658,Casts [#/area] in Urine sediment by Microscopy low power field
gcpt_meas_lab_loinc_mod,51508,LOINC/5778-6,3027162,Color of Urine
gcpt_meas_lab_loinc_mod,51509,LOINC/11279-7,3036005,Urine sediment comments by Light microscopy Narrative
gcpt_meas_lab_loinc_mod,51510,LOINC/5783-6,3026978,Unidentified crystals [Presence] in Urine sediment by Light microscopy
gcpt_meas_lab_loinc_mod,51512,LOINC/8247-9,3006175,Mucus [Presence] in Urine sediment by Light microscopy
gcpt_meas_lab_loinc_mod,51514,LOINC/20405-7,3037072,Urobilinogen [Mass/volume] in Urine by Test strip
gcpt_meas_lab_loinc_mod,51516,LOINC/5821-4,3035583,Leukocytes [#/area] in Urine sediment by Microscopy high power field
gcpt_meas_lab_loinc_mod,51519,LOINC/5822-2,3037244,Yeast [#/area] in Urine sediment by Microscopy high power field
gcpt_meas_lab_loinc_mod,51560,LOINC/94562-6,723473,SARS-CoV-2 (COVID-19) IgA Ab [Presence] in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51561,LOINC/94563-4,723474,SARS-CoV-2 (COVID-19) IgG Ab [Presence] in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51563,LOINC/14252-1,3005932,Smooth muscle Ab [Presence] in Serum
gcpt_meas_lab_loinc_mod,51566,LOINC/2871-2,3016520,Beta globulin [Mass/volume] in Serum or Plasma by Electrophoresis
gcpt_meas_lab_loinc_mod,51567,LOINC/6873-4,3003985,Beta hydroxybutyrate [Moles/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51568,LOINC/33898-8,3043744,Bilirubin.conjugated+indirect [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51569,LOINC/15152-2,3019676,Bilirubin.conjugated [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51570,LOINC/1971-1,3007359,Bilirubin.indirect [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51574,LOINC/4477-6,3003245,Complement C1 esterase inhibitor [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51575,LOINC/4478-4,3002140,Complement C1q [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51576,LOINC/4484-2,3001793,Complement C2 [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51579,LOINC/24108-3,3022914,Cancer Ag 19-9 [Units/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51580,LOINC/12189-7,3025909,Creatine kinase.MB/Creatine kinase.total in Serum or Plasma by calculation
gcpt_meas_lab_loinc_mod,51581,LOINC/2053-7,3001599,Carotene [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51582,LOINC/4532-8,3028461,Complement total hemolytic CH50 [Units/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51586,LOINC/22244-8,3016816,Cytomegalovirus IgG Ab [Presence] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51587,LOINC/5124-3,3005356,Cytomegalovirus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51588,LOINC/30325-5,3013332,Cytomegalovirus IgM Ab [Presence] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51589,LOINC/5126-8,3003526,Cytomegalovirus IgM Ab [Units/volume] in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51590,LOINC/20475-0,3038184,Cytomegalovirus IgG Ab [Interpretation] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51592,LOINC/1968-7,3027597,Bilirubin.direct [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51593,LOINC/5631-7,3027126,Copper [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51595,LOINC/20569-0,3016311,Creatine kinase.MB/Creatine kinase.total in Serum or Plasma
gcpt_meas_lab_loinc_mod,51598,LOINC/54206-8,40757337,Cytomegalovirus DNA [Log #/volume] (viral load) in Serum or Plasma by NAA with probe detection
gcpt_meas_lab_loinc_mod,51607,LOINC/23883-2,3018595,Inhibin A [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51613,LOINC/27353-2,3005131,Glucose mean value [Mass/volume] in Blood Estimated from glycated hemoglobin
gcpt_meas_lab_loinc_mod,51614,LOINC/7883-2,3021849,Epstein Barr virus nuclear IgG Ab [Presence] in Serum
gcpt_meas_lab_loinc_mod,51615,LOINC/7883-2,3021849,Epstein Barr virus nuclear IgG Ab [Presence] in Serum
gcpt_meas_lab_loinc_mod,51618,LOINC/49564-8,3031599,Epstein Barr virus band pattern [Interpretation] in Specimen by Immunoblot Narrative
gcpt_meas_lab_loinc_mod,51619,LOINC/7885-7,3015681,Epstein Barr virus capsid IgG Ab [Units/volume] in Serum
gcpt_meas_lab_loinc_mod,51620,LOINC/7886-5,3008360,Epstein Barr virus capsid IgM Ab [Units/volume] in Serum
gcpt_meas_lab_loinc_mod,51623,LOINC/3255-7,3016407,Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51624,LOINC/1994-3,3021119,Calcium.ionized [Moles/volume] in Blood
gcpt_meas_lab_loinc_mod,51625,LOINC/36916-5,3034860,Kappa light chains.free [Mass/volume] in Serum
gcpt_meas_lab_loinc_mod,51626,LOINC/48378-4,3053209,Kappa light chains.free/Lambda light chains.free [Mass Ratio] in Serum
gcpt_meas_lab_loinc_mod,51627,LOINC/33944-0,3047169,Lambda light chains.free [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51628,LOINC/15069-8,3019839,Fructosamine [Moles/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51629,LOINC/15069-8,3019839,Fructosamine [Moles/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51630,LOINC/2874-6,3023465,Gamma globulin [Mass/volume] in Serum or Plasma by Electrophoresis
gcpt_meas_lab_loinc_mod,51631,LOINC/4548-4,3004410,Hemoglobin A1c/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,51632,LOINC/2963-7,3023709,Somatotropin [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51633,LOINC/13954-3,3023378,Hepatitis B virus e Ag [Presence] in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51634,LOINC/5196-1,3019510,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51635,LOINC/5196-1,3019510,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51637,LOINC/2110-5,3011149,Choriogonadotropin.beta subunit (pregnancy test) [Presence] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51638,LOINC/4544-3,3023314,Hematocrit [Volume Fraction] of Blood by Automated count
gcpt_meas_lab_loinc_mod,51639,LOINC/4544-3,3023314,Hematocrit [Volume Fraction] of Blood by Automated count
gcpt_meas_lab_loinc_mod,51640,LOINC/718-7,3000963,Hemoglobin [Mass/volume] in Blood
gcpt_meas_lab_loinc_mod,51641,LOINC/4546-8,3020428,Hemoglobin A/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,51642,LOINC/4547-6,3005446,Hemoglobin A1/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,51643,LOINC/4551-8,3020784,Hemoglobin A2/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,51644,LOINC/4563-3,3001258,Hemoglobin C/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,51645,LOINC/20509-6,3027484,Hemoglobin [Mass/volume] in Blood by calculation
gcpt_meas_lab_loinc_mod,51646,LOINC/4576-5,3018738,Hemoglobin F/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,51647,LOINC/4625-0,3005081,Hemoglobin S/Hemoglobin.total in Blood
gcpt_meas_lab_loinc_mod,51648,LOINC/48398-2,3048505,Hepatitis B virus DNA [log units/volume] (viral load) in Serum or Plasma by NAA with probe detection
gcpt_meas_lab_loinc_mod,51651,LOINC/38180-6,3034868,Hepatitis C virus RNA [log units/volume] (viral load) in Serum or Plasma by NAA with probe detection
gcpt_meas_lab_loinc_mod,51652,LOINC/30522-7,3010156,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method
gcpt_meas_lab_loinc_mod,51653,LOINC/29893-5,3017675,HIV 1 Ab [Presence] in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51654,LOINC/29541-0,3026532,HIV 1 RNA [Log #/volume] (viral load) in Serum or Plasma by NAA with probe detection
gcpt_meas_lab_loinc_mod,51655,LOINC/30361-0,3024449,HIV 2 Ab [Presence] in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51666,LOINC/17859-0,3023871,Helicobacter pylori IgG Ab [Presence] in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51667,LOINC/5176-3,3027491,Helicobacter pylori IgG Ab [Units/volume] in Serum by Immunoassay
gcpt_meas_lab_loinc_mod,51669,LOINC/22362-8,3014389,HTLV I+II Ab [Presence] in Serum
gcpt_meas_lab_loinc_mod,51673,LOINC/13169-8,3000265,Immunoelectrophoresis for Serum or Plasma
gcpt_meas_lab_loinc_mod,51675,LOINC/6301-6,3022217,INR in Platelet poor plasma by Coagulation assay
gcpt_meas_lab_loinc_mod,51676,LOINC/20448-7,3016244,Insulin [Units/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51677,LOINC/2823-3,3023103,Potassium [Moles/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51685,LOINC/3714-3,3004944,Lidocaine [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51687,LOINC/20510-4,3008183,Lipoprotein fractions [Interpretation] in Serum or Plasma by Electrophoresis
gcpt_meas_lab_loinc_mod,51689,LOINC/34148-7,3044883,Borrelia burgdorferi IgG+IgM Ab [Units/volume] in Serum
gcpt_meas_lab_loinc_mod,51690,LOINC/736-9,3037511,Lymphocytes/100 leukocytes in Blood by Automated count
gcpt_meas_lab_loinc_mod,51691,LOINC/787-2,3023599,MCV [Entitic volume] by Automated count
gcpt_meas_lab_loinc_mod,51692,LOINC/31418-7,3033533,Heterophile Ab [Presence] in Serum
gcpt_meas_lab_loinc_mod,51693,LOINC/22415-4,3028498,Mumps virus IgG Ab [Presence] in Serum
gcpt_meas_lab_loinc_mod,51694,LOINC/7966-5,3018867,Mumps virus IgG Ab [Units/volume] in Serum
gcpt_meas_lab_loinc_mod,51695,LOINC/2639-3,3005895,Myoglobin [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51697,LOINC/751-8,3013650,Neutrophils [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,51704,LOINC/777-3,3024929,Platelets [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,51705,LOINC/3978-4,3002248,Primidone [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51707,LOINC/2839-9,3027144,Progesterone [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51708,LOINC/16935-9,3023421,Hepatitis B virus surface Ab [Units/volume] in Serum
gcpt_meas_lab_loinc_mod,51709,LOINC/31147-2,3026501,Reagin Ab [Titer] in Serum by RPR
gcpt_meas_lab_loinc_mod,51710,LOINC/20507-0,3021461,Reagin Ab [Presence] in Serum by RPR
gcpt_meas_lab_loinc_mod,51711,LOINC/789-8,3020416,Erythrocytes [#/volume] in Blood by Automated count
gcpt_meas_lab_loinc_mod,51713,LOINC/11011-4,3018447,Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection
gcpt_meas_lab_loinc_mod,51714,LOINC/56888-1,40760007,HIV 1+2 Ab+HIV1 p24 Ag [Presence] in Serum or Plasma by Immunoassay
gcpt_meas_lab_loinc_mod,51715,LOINC/2915-7,3007808,Renin [Enzymatic activity/volume] in Plasma
gcpt_meas_lab_loinc_mod,51716,LOINC/2915-7,3007808,Renin [Enzymatic activity/volume] in Plasma
gcpt_meas_lab_loinc_mod,51721,LOINC/3052-8,3027514,Triiodothyronine (T3).reverse [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51722,LOINC/2089-1,3028437,Cholesterol in LDL [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51723,LOINC/22496-4,3010937,Rubella virus Ab [Presence] in Serum
gcpt_meas_lab_loinc_mod,51724,LOINC/25514-1,3013750,Rubella virus IgG Ab [Presence] in Serum
gcpt_meas_lab_loinc_mod,51725,LOINC/20479-2,3013339,Measles virus IgG Ab [Presence] in Serum
gcpt_meas_lab_loinc_mod,51726,LOINC/5244-9,3006573,Measles virus IgG Ab [Units/volume] in Serum by Immunoassay
gcpt_meas_lab_loinc_mod,51728,LOINC/2132-9,3000593,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51729,LOINC/2132-9,3000593,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51730,LOINC/2284-8,3036987,Folate [Mass/volume] in Serum or Plasma
gcpt_meas_lab_loinc_mod,51738,LOINC/3021-3,3020924,Thyroxine binding globulin [Mass/volume] in Serum or Plasma
